longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,pop_density_dense,pop_density_sparse
-122.26,37.85,1.889887293240545,-0.1918205218331689,-0.25007143324777326,-0.4638509696707764,-0.25865851522074645,-0.3016995831618666,0.9225068361065935,0.0,0.0,1.0,0.0,0.0,1.0
-122.26,37.85,1.889887293240545,0.4032998656305552,0.5024395139078706,0.05498356514450988,0.607382939670621,-0.25876070643230226,0.5134461949507063,0.0,0.0,1.0,0.0,1.0,0.0
-122.26,37.85,1.889887293240545,-0.05962237273477053,-0.15541596819674888,-0.2996407128605511,-0.08649364768210112,-0.38330893196093435,0.22184881095293285,0.0,0.0,1.0,0.0,0.0,1.0
-122.26,37.84,1.889887293240545,-0.8807146828788018,-0.8251033834327464,-0.9573551989142726,-0.8534098758087939,-0.6390309663711278,-0.0068954266707622015,0.0,0.0,1.0,0.0,0.0,1.0
-122.26,37.85,1.889887293240545,0.009907449628400922,0.20427479899714376,-0.20006640819903151,0.31000725937659723,-1.1212332778934881,-0.3376472297212402,0.0,0.0,1.0,0.0,0.0,1.0
-122.26,37.85,1.7299908649893678,-0.6867630731289025,-0.6073958138153903,-0.6498976968015103,-0.6186396018924594,-0.9885304882381736,-0.5354800838822737,0.0,0.0,1.0,0.0,0.0,1.0
-122.27,37.85,1.889887293240545,-0.2997747197128298,-0.45594706973375126,-0.566045650770757,-0.4438661757547437,-0.5744315286800625,-0.4066826527878509,0.0,0.0,1.0,0.0,0.0,1.0
-122.27,37.85,1.889887293240545,-0.6373603046077018,-0.5837319475526342,-0.6926971786297074,-0.5169058165287145,-0.9915884497856796,-0.3757712693251894,0.0,0.0,1.0,0.0,0.0,1.0
-122.26,37.84,1.7299908649893678,-0.17489549928423898,-0.20037731409598547,-0.3939742646451486,-0.21431301903654992,-1.0738348739071444,-0.34279912696501713,0.0,0.0,1.0,0.0,0.0,1.0
-122.27,37.84,1.889887293240545,-0.5115662180953849,-0.5719000144212562,-0.6560119084912528,-0.5899454573026852,-0.6838173615356435,-0.299523190117291,0.0,0.0,1.0,0.0,0.0,1.0
-122.27,37.85,0.9305087237334815,-0.8555558655763384,-0.8416680898166756,-0.9014538348937704,-0.874278344601357,-1.477294675581224,-0.45820162522562,0.0,0.0,1.0,0.0,0.0,1.0
-122.27,37.85,1.0904051519846587,-0.44935532440202103,-0.4086193372082391,-0.44725525222718976,-0.35256662478728024,-1.2506869834045777,-0.3314649530287079,0.0,0.0,1.0,0.0,0.0,1.0
-122.27,37.84,1.889887293240545,-0.08478119003723388,0.0031319357637169597,-0.37213779432463995,-0.06040806169139728,-1.243360617197011,-0.8044091200074288,0.0,0.0,1.0,0.0,0.0,1.0
-122.27,37.84,1.889887293240545,-0.4269411053507355,-0.4796109359965074,-0.5136381220015361,-0.459517527349166,-0.9531091003128951,-0.9507230017306932,0.0,0.0,1.0,0.0,0.0,1.0
-122.27,37.84,1.889887293240545,-0.18175699491218353,-0.24297227336894642,-0.379998923640023,-0.20648734323933876,-0.685919710099554,-0.6117281630901721,0.0,0.0,1.0,0.0,0.0,1.0
-122.28,37.85,1.0104569378590702,-0.95436140261874,-0.9860176740194878,-0.9818120456732423,-0.9968805987576651,-0.8109138883538638,-0.8703534047277733,0.0,0.0,1.0,0.0,0.0,1.0
-122.28,37.85,1.650042650863779,-0.6821887427102727,-0.6996848922401391,-0.7285089899553416,-0.683853566869219,-0.775301377831866,-1.0115153892072608,0.0,0.0,1.0,0.0,0.0,1.0
-122.28,37.85,1.889887293240545,-0.3308801665595118,-0.2808344593893562,-0.2961468776092697,-0.2717013082160984,-1.1904833654380522,-0.890960993702881,0.0,0.0,1.0,0.0,0.0,1.0
-122.28,37.84,1.7299908649893678,-0.24671248685672528,-0.11282100892378791,-0.27081657203747966,-0.0734508546867492,-1.295983038827011,-0.855928092445198,0.0,0.0,1.0,0.0,0.0,1.0
-122.28,37.84,1.889887293240545,-0.8656193924973238,-0.8984613688472902,-0.9136822582732552,-0.9029724891911313,-1.2672509417869022,-0.6179104397827044,0.0,0.0,1.0,0.0,0.0,1.0
-122.28,37.84,1.650042650863779,-0.3226463718059783,-0.21930840710619035,-0.5049035338733328,-0.32126392159843564,-1.1144165719438393,-0.7178572463119766,0.0,0.0,1.0,0.0,0.0,1.0
-122.28,37.84,1.889887293240545,-0.2142347408844544,-0.13885126181281962,-0.23849859596312678,-0.15692472985700148,-1.0926923034500984,-0.7910141871736088,0.0,0.0,1.0,0.0,0.0,1.0
-122.27,37.84,1.5700944367381906,-0.3199017735548005,-0.3092310989046635,-0.3625297473836161,-0.43343194135846214,-1.19755490151666,-0.8404724007138672,0.0,0.0,1.0,0.0,0.0,1.0
-122.27,37.83,1.650042650863779,-0.4420363957322135,-0.4109857238345147,-0.6001105444707505,-0.44908329295288446,-1.466336980035994,-0.8971432703954133,0.0,0.0,1.0,0.0,0.0,1.0
-122.27,37.83,1.8099390791149566,0.019970976549386264,0.08122269443081208,-0.15988730280929553,0.09088833705468498,-0.6029087955912126,-0.8476850568551548,0.0,0.0,1.0,0.0,0.0,1.0
-122.27,37.83,1.650042650863779,-0.6433069341519203,-0.6097622004416658,-0.7608269660296945,-0.6186396018924594,-1.3955579117176768,-0.9764824879495778,0.0,0.0,1.0,0.0,0.0,1.0
-122.27,37.83,1.5700944367381906,-0.37662347074580876,-0.2548042065003245,-0.39659464108360964,-0.3316981559947172,-1.6433165045979066,-0.9012647881904348,0.0,0.0,1.0,0.0,0.0,1.0
-122.28,37.83,1.889887293240545,-0.5079067537604812,-0.35419244480390005,-0.4717120989861595,-0.25604995662167607,-1.4438482211553765,-0.9074470648829671,0.0,0.0,1.0,0.0,0.0,1.0
-122.26,37.83,1.889887293240545,-0.526661508476863,-0.49617564238043665,-0.6568853673040731,-0.5012544649342922,-0.1252934263901113,-0.005865047222006818,0.0,0.0,1.0,0.0,0.0,1.0
-122.26,37.83,1.889887293240545,-0.08661092220468576,0.414883208735673,-0.05594570408367422,0.5082577129059463,-0.6924178783880043,-0.16454348233033583,0.0,0.0,1.0,0.0,0.0,1.0
-122.26,37.83,1.889887293240545,-0.4374620653135838,-0.2855672326419074,-0.43240645240924386,-0.2769184254142391,-1.0058589370073745,-0.3768016487739448,0.0,0.0,1.0,0.0,0.0,1.0
-122.26,37.83,1.8099390791149566,-0.770930752831689,-0.5411369882796733,-0.8071202831091728,-0.6577679808785152,-1.523546343987253,-0.43244213900673545,0.0,0.0,1.0,0.0,0.0,1.0
-122.26,37.84,1.650042650863779,-0.8729383211671313,-0.7990731305437146,-0.8551605178142919,-0.8142814968227382,-1.689313342874977,-0.753920527018415,0.0,0.0,1.0,0.0,0.0,1.0
-122.26,37.84,1.889887293240545,-0.7645266902456074,-0.7990731305437146,-0.8507932237501902,-0.7908044694311047,0.1832421522468013,-0.03265491288964678,0.0,0.0,1.0,0.0,0.0,1.0
-122.26,37.83,1.889887293240545,-0.5390122006071631,-0.5411369882796733,-0.6822156728758632,-0.5455999611184886,-0.4231261396107527,-0.07799160863488364,0.0,0.0,1.0,0.0,0.0,1.0
-122.26,37.83,1.889887293240545,-0.4415789626903505,-0.2832008460156318,-0.631555061732283,-0.31082968720215415,-0.6369923253394572,-0.09962957705874669,0.0,0.0,1.0,0.0,0.0,1.0
-122.26,37.83,1.7299908649893678,-0.6844759079195877,-0.5151067353906416,-0.7206478606399584,-0.5142972579296441,-1.051600945155486,-0.5097205976633892,0.0,0.0,1.0,0.0,0.0,1.0
-122.27,37.82,1.1703533661102474,-0.7384530068594181,-0.5387706016533976,-0.7713084717835386,-0.6473337464822336,-1.2371172790375196,-0.5612395701011583,0.0,0.0,1.0,0.0,0.0,1.0
-122.26,37.82,0.9305087237334815,-0.9136498618929356,-0.8156378369276439,-0.8892254115142855,-0.8899296961957793,-1.7367117468613207,-0.046049845723466765,0.0,0.0,1.0,0.0,0.0,1.0
-122.27,37.82,0.9305087237334815,-0.7663564224130592,-0.3896882441980342,-0.6472773203630493,-0.38908644517426566,-1.2115068510771565,-0.8188344322900042,0.0,0.0,1.0,0.0,0.0,1.0
-122.27,37.82,-0.5885073446527025,-0.7892280745062078,-0.20511008734853667,-0.6167062619143372,-0.16475040565421264,-1.755059516146357,-0.20678903972930654,0.0,0.0,1.0,0.0,0.0,1.0
-122.27,37.82,1.1703533661102474,-0.3446031578154009,-0.19801092746970986,-0.33195868893490393,-0.24561572222539452,-1.3838357257855702,-1.0115153892072608,0.0,0.0,1.0,0.0,0.0,1.0
-122.27,37.82,1.0104569378590702,0.2743037478251976,0.7414445631617071,0.45240732497776787,0.5708631192836355,-1.634652280213306,-0.9733913496033116,0.0,0.0,1.0,0.0,1.0,0.0
-122.27,37.82,1.889887293240545,-0.45347222177878777,-0.19801092746970986,-0.2437393488400489,-0.26387563241888723,-1.5475640836416233,-0.9043559265367009,0.0,0.0,1.0,0.0,0.0,1.0
-122.28,37.82,1.889887293240545,-0.6638914210357539,-0.7209823718766195,-0.646403861550229,-0.6995049184636413,-1.3167516943371562,-1.0764292944788498,0.0,0.0,1.0,0.0,0.0,1.0
-122.28,37.82,1.889887293240545,-0.7668138554549222,-0.7020512788664147,-0.7555862131527724,-0.7334161802515563,-1.4432111458329795,-1.1217659902240869,0.0,0.0,1.0,0.0,0.0,1.0
-122.28,37.82,1.889887293240545,-0.632785974189072,-0.5955638806840122,-0.7154071077630364,-0.6316823948878113,-1.3830712353986938,-1.0764292944788498,0.0,0.0,1.0,0.0,0.0,1.0
-122.28,37.82,1.889887293240545,-0.5179702806814666,-0.4843437092490586,-0.6228204736040795,-0.6708107738738671,-1.821697594869093,-1.0990976423514685,0.0,0.0,1.0,0.0,0.0,1.0
-122.28,37.82,1.889887293240545,-0.5646284509514895,-0.47014538949140494,-0.3206037243682394,-0.5142972579296441,-1.566931173442495,-1.1506166147892376,0.0,0.0,1.0,0.0,0.0,1.0
-122.29,37.82,-2.1075234130388867,-1.1268136594010796,-1.1753286041215365,-1.1765933609321797,-1.1586112319000288,-0.7098100346894449,-1.3597836428865804,0.0,0.0,1.0,0.0,0.0,1.0
-122.29,37.83,1.889887293240545,-0.6863056400870395,-0.7777756509072342,-0.77480230703482,-0.819498614020879,-0.18078268697089817,-1.1980140694319852,0.0,0.0,1.0,0.0,0.0,1.0
-122.29,37.82,1.650042650863779,-1.137334619363928,-1.208458016889395,-1.1835810314347426,-1.247302224268422,1.5555023966901411,-1.205226725573273,0.0,0.0,1.0,0.0,0.0,1.0
-122.29,37.81,1.7299908649893678,-0.8514389681995718,-0.827469770059022,-0.9294045169040215,-0.9890549229604539,-1.7682469753199768,-1.0908546067614253,0.0,0.0,1.0,0.0,0.0,1.0
-122.3,37.81,1.889887293240545,-0.6391900367751536,-0.7162495986240683,-0.8036264478578915,-0.8925382547948497,-1.5835588393570592,-1.1938925516369636,0.0,0.0,1.0,0.0,0.0,1.0
-122.3,37.81,1.5700944367381906,-0.8203335213528897,-0.8464008630692269,-0.9163026347117162,-0.9603607783706797,-0.6898695770984159,-1.2206824173046036,0.0,0.0,1.0,0.0,0.0,1.0
-122.3,37.81,1.889887293240545,-0.7370807077338292,-0.7825084241597854,-0.7311293663938027,-0.819498614020879,-1.5990397696913086,-1.1701938243155898,0.0,0.0,1.0,0.0,0.0,1.0
-122.3,37.81,1.5700944367381906,-0.5335230041048075,-0.439382363349822,-0.5704129448348587,-0.4412576171556733,-1.8290876686088993,-1.1083710573902668,0.0,0.0,1.0,0.0,0.0,1.0
-122.29,37.8,1.889887293240545,-0.7293043460221587,-0.6996848922401391,-0.8289567534296816,-0.9238409579836943,-0.6799312020690212,-1.1403128203016837,0.0,0.0,1.0,0.0,0.0,1.0
-122.3,37.81,1.889887293240545,-0.9374363800698101,-1.0191470867873464,-1.0193707746245173,-1.0933972669232692,-1.162706881381539,-1.1021887806977346,0.0,0.0,1.0,0.0,0.0,1.0
-122.29,37.81,1.4101980084870134,0.0821818702427502,0.24686975827010474,0.33361692643420066,0.28653023198496375,-1.7178543173183667,-0.6467610643478552,0.0,0.0,1.0,0.0,1.0,0.0
-122.29,37.81,-0.18876627402475935,-0.8477795038646679,-0.9173924618574951,-0.9163026347117162,-0.976012129965102,-1.2134817845765875,-1.1279482669166192,0.0,0.0,1.0,0.0,0.0,1.0
-122.29,37.81,1.4101980084870134,-0.771388185873552,-0.5742664010475318,-0.7503454602758503,-0.5847283401045444,-1.8781424684334755,-0.9970900769246854,0.0,0.0,1.0,0.0,0.0,1.0
-122.29,37.81,1.650042650863779,-0.8130145926830822,-0.7943403572911635,-0.769561554157898,-0.9107981649883424,-1.2274337341370838,-1.205226725573273,0.0,0.0,1.0,0.0,0.0,1.0
-122.29,37.81,1.4101980084870134,-1.1935988835130733,-1.2676176825462853,-1.2429762307065262,-1.289039161853548,-2.023841594665691,-1.2825051842299267,0.0,0.0,1.0,0.0,0.0,1.0
-122.29,37.81,-0.6684555587782911,-0.817131490059849,-0.8960949822210147,-1.0053954336193918,-0.9603607783706797,-0.7604575228200139,-0.5612395701011583,0.0,0.0,1.0,0.0,0.0,1.0
-122.28,37.81,-0.908300201155057,-0.633243407230935,-0.18381260771205618,-0.5931228739681877,-0.16214184705514226,-1.7535942429048437,-0.1490877905990051,0.0,0.0,1.0,0.0,0.0,1.0
-122.28,37.81,0.610715867231127,0.1338718039732658,0.05282605491550476,-0.17910339669134318,0.020457254879784614,-0.7837744796197476,-0.925993894960564,0.0,0.0,1.0,0.0,0.0,1.0
-122.28,37.81,-0.7484037729038798,-0.6469663984868241,-0.7020512788664147,-0.628934685293822,-0.7673274420394712,-1.634461157616587,-0.8621103691377302,0.0,0.0,1.0,0.0,0.0,1.0
-122.29,37.81,-0.42861091640152527,-0.4008674219645462,-0.3920546308243098,-0.3380729006246464,-0.459517527349166,-1.8309988945760904,-0.8188344322900042,0.0,0.0,1.0,0.0,0.0,1.0
-122.28,37.8,0.7706122954823043,-0.8862038793811574,-0.8605991828268805,-0.9582286577270929,-0.9029724891911313,-1.0609022448624834,-0.6251230959239921,0.0,0.0,1.0,0.0,0.0,1.0
-122.28,37.81,-0.908300201155057,-0.7764199493340446,-0.5931974940577366,-0.7267620723297009,-0.5534256369156998,-1.3867025647363573,-0.3036447079123126,0.0,0.0,1.0,0.0,0.0,1.0
-122.27,37.81,1.889887293240545,-1.1030271412242052,-1.1445655779799537,-1.0988555265911688,-1.1612197904990993,-1.5990397696913086,-0.8188344322900042,0.0,0.0,1.0,0.0,0.0,1.0
-122.28,37.81,1.889887293240545,-1.0435608457820191,-1.0475437263026537,-1.084006726773223,-1.0803544739279174,-1.3734513980304976,-0.8188344322900042,0.0,0.0,1.0,0.0,0.0,1.0
-122.28,37.81,1.889887293240545,-1.0225189258563225,-0.8889958223421878,-0.9564817401014523,-0.9029724891911313,-1.8278772254963447,-0.5612395701011583,0.0,0.0,1.0,0.0,0.0,1.0
-122.28,37.81,0.5307676531055383,-0.7654415563293333,-0.8416680898166756,-0.8507932237501902,-0.8664526688041458,-1.1899737051801347,-0.753920527018415,0.0,0.0,1.0,0.0,0.0,1.0
-122.28,37.81,1.889887293240545,-0.8454923386553531,-0.9386899414939757,-0.9294045169040215,-1.0073148331539465,-0.8080470494030768,-0.9661786934620239,0.0,0.0,1.0,0.0,0.0,1.0
-122.27,37.81,0.9305087237334815,-0.7965470031760153,-0.2098428606010879,-0.7503454602758503,-0.31604680440029487,-1.7198929583500373,-0.753920527018415,0.0,0.0,1.0,0.0,0.0,1.0
-122.27,37.81,-1.4679377000341776,-0.7988341683853302,-0.4535806831074757,-0.7817899775373828,-0.4464747343538141,-1.8581383033102068,-0.3036447079123126,0.0,0.0,1.0,0.0,0.0,1.0
-122.27,37.8,-1.4679377000341776,-1.1510576106198172,-1.1776949907478123,-1.149516137734749,-1.2055652866832958,-1.7229509198975435,-0.5612395701011583,0.0,0.0,1.0,0.0,0.0,1.0
-122.27,37.8,-0.9882484152806457,-0.7443996364036367,-0.3494596715513489,-0.5599314390810146,-0.3630008591835618,-1.0084072382969629,-0.3036447079123126,0.0,0.0,1.0,0.0,0.0,1.0
-122.28,37.8,1.889887293240545,-1.1007399760148904,-1.0712075925654096,-0.4690917225476985,-1.077745915328847,-1.790098658878197,-0.5612395701011583,0.0,0.0,1.0,0.0,0.0,1.0
-122.28,37.8,1.889887293240545,-1.1551745079965838,-1.203725243636844,-1.0918678560886061,-1.2186080796786476,-1.8645090565341778,-0.3036447079123126,0.0,0.0,1.0,0.0,0.0,1.0
-122.27,37.79,-0.10881805989917072,-0.7164962208499955,-0.45594706973375126,-0.631555061732283,-0.5195143751277849,-0.6633672436866966,-0.046049845723466765,0.0,0.0,1.0,0.0,0.0,1.0
-122.27,37.8,0.8505605096078929,-0.41459041322043527,0.19717563911831693,-0.09961864472469158,-0.0891022062811715,-1.1651914751388877,-0.13157133997016357,0.0,0.0,1.0,0.0,0.0,1.0
-122.26,37.8,0.610715867231127,1.2385726000723385,4.584456444233297,1.7713301323364923,4.752382553593461,-1.0620489804427982,-0.638518028757812,0.0,0.0,1.0,0.0,1.0,0.0
-122.26,37.82,0.21097479660318383,0.9032741803867814,1.8725773705214486,0.5301451593187788,1.770800074856012,-0.5365255469974356,-0.08417388532741595,0.0,0.0,1.0,0.0,1.0,0.0
-122.26,37.81,0.051078368352006555,-1.045848010991334,-1.0238798600398975,-1.0822598091475821,-1.0699202395316358,-1.064215036538948,-0.6900370011955812,0.0,0.0,1.0,0.0,0.0,1.0
-122.26,37.82,-0.5085591305271139,0.4851803801240268,1.7282277863186364,0.5091821478110905,1.9533991767909389,-1.5660392679911392,-0.22636624925565882,0.0,0.0,1.0,0.0,1.0,0.0
-122.26,37.82,0.6906640813567156,0.46276616107274127,1.2904462604576485,0.34671880862650584,1.2490883550419354,-0.6792941267466241,0.011651403406834696,0.0,0.0,1.0,0.0,1.0,0.0
-122.25,37.81,0.051078368352006555,0.9307201628985596,2.068987460502324,0.7537506154007877,1.9533991767909389,-0.7552335051763578,0.6783069067515676,0.0,0.0,1.0,0.0,1.0,0.0
-122.25,37.81,-0.028869845773582082,1.4567681610409753,2.516234532868414,0.9799764479212576,2.5977131507613236,-0.2923982834548693,0.8390461007574074,0.0,0.0,1.0,0.0,1.0,0.0
-122.25,37.81,0.8505605096078929,-0.8084402622644525,-0.7044176654926902,-0.9189230111501773,-0.7125477114589932,-0.35145516584107966,0.46913987865422485,0.0,0.0,1.0,0.0,0.0,1.0
-122.25,37.81,1.889887293240545,-0.21331987480072848,0.3817537959678145,-0.4769528518630816,0.2917473491831045,-0.6989797542086944,1.6283167585040308,0.0,0.0,1.0,0.0,0.0,1.0
-122.26,37.81,0.4508194389799497,1.4865013087620682,3.252180773640129,1.0900322583366213,3.359412261689876,-0.5326393875308134,1.480972497332011,0.0,0.0,1.0,0.0,1.0,0.0
-122.24,37.82,1.889887293240545,-0.5088216198442072,-0.7446462381393757,-0.6699872494963783,-0.6708107738738671,0.7988480362791132,1.2511978802595607,0.0,0.0,1.0,0.0,0.0,1.0
-122.24,37.81,1.889887293240545,-0.2723287372010516,-0.136484875186544,-0.6394161910476662,-0.11779635087094573,-0.25735914072302885,0.7885575077683936,0.0,0.0,1.0,0.0,0.0,1.0
-122.25,37.81,1.889887293240545,-0.39492079242032757,-0.1885453809646074,-0.6595057437425341,-0.20648734323933876,-0.32336014412336805,0.6947929779316537,0.0,0.0,1.0,0.0,0.0,1.0
-122.24,37.82,1.889887293240545,0.3932363387095698,0.5000731272815949,0.0025760363752890454,0.5656460020854949,0.14227820901666816,0.8627448280787812,0.0,0.0,1.0,0.0,0.0,1.0
-122.25,37.82,-0.028869845773582082,0.3273659806813021,0.7461773364142583,0.06895890614963543,0.7847649244074071,0.14629178354776984,0.3403424475598019,0.0,0.0,1.0,0.0,1.0,0.0
-122.25,37.82,1.889887293240545,-0.5477034284025596,-0.5931974940577366,-0.7782961422861014,-0.6473337464822336,0.901480870717285,0.7267347408430707,0.0,0.0,1.0,0.0,0.0,1.0
-122.25,37.82,0.29092301072877247,0.543274376440624,1.3212092865992315,0.31876812661625475,1.3586478162028914,-0.6585891787687186,0.273367783390702,0.0,0.0,1.0,0.0,1.0,0.0
-122.25,37.82,-0.18876627402475935,0.6118893327200695,1.5531151759742412,0.26898097428549494,1.8673167430216162,-0.41624572612886407,0.6494562821864169,0.0,0.0,1.0,0.0,1.0,0.0
-122.25,37.83,1.889887293240545,-0.11222717254901209,0.04572689503667793,-0.4385206640989863,0.046542840870488454,-0.33654760329698763,0.3310690325210035,0.0,0.0,1.0,0.0,0.0,1.0
-122.25,37.83,0.5307676531055383,-0.4612485834904582,-0.26426975300542693,-0.669113790683558,-0.20648734323933876,-0.13026261390480864,0.5268411277845263,0.0,0.0,1.0,0.0,0.0,1.0
-122.25,37.83,1.889887293240545,-0.6140312194726902,-0.5979302673102879,-0.792271483291227,-0.548208519717559,-0.34005151757017166,0.40834749117765723,0.0,0.0,1.0,0.0,0.0,1.0
-122.25,37.83,-0.028869845773582082,1.0981406562204068,2.8640933669309288,0.9756091538571559,3.0255167610088667,-0.7984272120348808,0.273367783390702,0.0,0.0,1.0,0.0,1.0,0.0
-122.25,37.83,1.889887293240545,0.7175563653904156,1.3377739929831607,0.30129895035984783,1.3977761951889471,-0.3739439247216971,0.4341069773965418,0.0,0.0,1.0,0.0,1.0,0.0
-122.23,37.84,1.7299908649893678,-0.048643979730059246,-0.33289496516741957,-0.41144344090155555,-0.3343067145937876,1.3906910107860133,1.397511761982825,0.0,0.0,1.0,0.0,0.0,1.0
-122.23,37.84,1.4901462226126019,0.253261827899501,-0.20274370072226106,-0.2996407128605511,-0.042148151497904594,1.0257742661169584,1.6035876517339016,0.0,0.0,1.0,0.0,0.0,1.0
-122.24,37.83,1.0104569378590702,-0.020740564176418074,-0.3163302587834903,-0.5651721919579367,-0.3264810387965764,1.4521050718650936,1.7942078497536476,0.0,0.0,1.0,0.0,0.0,1.0
-122.24,37.85,0.6906640813567156,-1.046305444033197,-1.1492983512325048,-1.1730995256808983,-1.1846968178907327,0.8203174746438952,1.4737598411907233,0.0,0.0,1.0,0.0,0.0,1.0
-122.23,37.85,1.889887293240545,0.08172443720088722,-0.30449832565211227,-0.33195868893490393,-0.25604995662167607,1.6989080517617274,1.8714863084103013,0.0,0.0,1.0,0.0,0.0,1.0
-122.24,37.84,1.889887293240545,0.4151931247189924,0.08122269443081208,-0.23063746664774368,0.14045095043702227,0.9560145183144761,2.035316640762407,0.0,0.0,1.0,0.0,0.0,1.0
-122.24,37.85,1.889887293240545,-0.00427297466935115,-0.4133521104607903,-0.4717120989861595,-0.3499580661882099,2.267179239339935,2.0518027119424933,0.0,0.0,1.0,0.0,0.0,1.0
-122.22,37.85,-0.028869845773582082,1.2193604123140938,1.202889955285451,0.5152963595008329,1.186482948664246,1.1342044859889433,1.4974585685120971,0.0,0.0,1.0,0.0,1.0,0.0
-122.22,37.84,1.7299908649893678,0.14347789785238818,-0.1577823548230245,-0.35816245331951435,-0.0577995030923269,2.435749369646206,1.063668820586081,0.0,0.0,1.0,0.0,0.0,1.0
-122.21,37.84,1.2503015802358362,0.36716265532338055,0.1356495868351511,-0.07254142152726081,0.2500104115979784,1.492495647305069,1.0337878165721748,0.0,0.0,1.0,0.0,0.0,1.0
-122.21,37.83,0.9305087237334815,1.0839602319226547,0.31786135705837304,0.15281095218038876,0.39869825174499024,2.4704062671846083,2.2620001194885915,0.0,0.0,1.0,0.0,1.0,0.0
-122.2,37.84,0.1310265824775952,-0.18770362445640215,-0.4583134563600269,-0.5214992513169193,-0.4125634725658991,1.5225656025222118,1.2316206707332085,0.0,0.0,1.0,0.0,0.0,1.0
-122.21,37.84,0.4508194389799497,0.1905935011642741,-0.11755378217633912,-0.26295544272209653,-0.013454006908130374,2.15212343611502,1.3799953113539836,0.0,0.0,1.0,0.0,0.0,1.0
-122.19,37.84,-0.8283519870294684,-0.45941885132300636,-0.7801420375335097,-0.7931449421040473,-0.8012387038273863,5.048841219522365,2.067258403673824,0.0,0.0,1.0,0.0,0.0,1.0
-122.2,37.84,0.5307676531055383,0.11145758492198028,-0.1885453809646074,-0.32235064199388014,-0.1517076126588607,2.4282318808419205,1.3119902677361284,0.0,0.0,1.0,0.0,0.0,1.0
-122.21,37.83,0.4508194389799497,1.1178102770205145,0.5876294324537925,0.16241899912141258,0.6908568148408732,2.051975195434197,1.456243390561882,0.0,0.0,1.0,0.0,1.0,0.0
-122.19,37.83,-0.028869845773582082,-0.5925318665051307,-0.8416680898166756,-0.8542870590014716,-0.8116729382236678,2.884823764403918,1.4758206000882341,0.0,0.0,1.0,0.0,0.0,1.0
-122.2,37.83,-0.18876627402475935,-0.47222697649516954,-0.7493790113919269,-0.7852838127886642,-0.7568932076431898,3.009754235125988,1.6406813118890955,0.0,0.0,1.0,0.0,0.0,1.0
-122.19,37.83,0.051078368352006555,-0.37982550203884957,-0.6357924533306976,-0.6813422140630429,-0.6055968088971075,2.024071296313204,1.8230584743187983,0.0,0.0,1.0,0.0,0.0,1.0
-122.19,37.82,0.29092301072877247,-0.3596984481968789,-0.6523571597146268,-0.7040521431963719,-0.6212481604915298,2.956239908044632,1.7921470908561368,0.0,0.0,1.0,0.0,0.0,1.0
-122.2,37.82,0.6906640813567156,-0.6369028715658388,-0.8487672496955024,-0.8918457879527465,-0.8481927586106531,2.1283605265896086,1.80039012644618,0.0,0.0,1.0,0.0,0.0,1.0
